identifier,abs_difference,raw_difference,reason
39196807,4.313725490196078,4.313725490196078,char_per_tok
35961037,4.289719626168225,4.289719626168225,char_per_tok
30491396,4.090497737556561,4.090497737556561,char_per_tok
34899482,2.821428571428571,-2.821428571428571,char_per_tok
20755057,2.6118615449556772,-2.6118615449556772,char_per_tok
29825187,2.4155389338060447,-2.4155389338060447,char_per_tok
38550411,2.3574912891986064,-2.3574912891986064,char_per_tok
27543546,2.2890305066028622,-2.2890305066028622,char_per_tok
38881539,2.2723785166240407,-2.2723785166240407,char_per_tok
33792610,2.225918863830627,-2.225918863830627,char_per_tok
38609672,2.2210121716848175,-2.2210121716848175,char_per_tok
33905156,2.211340206185567,-2.211340206185567,char_per_tok
27151267,2.198429121331464,-2.198429121331464,char_per_tok
38578751,2.194182931496365,-2.194182931496365,char_per_tok
35845206,2.1894495412844037,-2.1894495412844037,char_per_tok
33457895,2.1572815533980583,-2.1572815533980583,char_per_tok
38999993,2.15311004784689,-2.15311004784689,char_per_tok
40519979,2.145352464129756,-2.145352464129756,char_per_tok
34216117,2.136163032191069,-2.136163032191069,char_per_tok
40273111,2.117759093231756,-2.117759093231756,char_per_tok
31498168,2.101099436981869,-2.101099436981869,char_per_tok
35700734,2.089443023586246,-2.089443023586246,char_per_tok
29945566,2.089191919191919,-2.089191919191919,char_per_tok
39320519,2.0805936073059357,-2.0805936073059357,char_per_tok
29629460,2.077912141627526,-2.077912141627526,char_per_tok
30195641,2.0717822312721035,-2.0717822312721035,char_per_tok
41124992,2.0646914132379255,-2.0646914132379255,char_per_tok
30712679,2.0509668960996397,-2.0509668960996397,char_per_tok
11865711,2.0434106006410553,-2.0434106006410553,char_per_tok
37174389,2.043263176830365,-2.043263176830365,char_per_tok
34271384,2.0432493868517074,-2.0432493868517074,char_per_tok
23762656,2.0412954658694575,-2.0412954658694575,char_per_tok
37294800,2.038024222494964,-2.038024222494964,char_per_tok
27943591,2.032285668031175,-2.032285668031175,char_per_tok
40149069,2.0139458572600493,-2.0139458572600493,char_per_tok
