identifier,abs_difference,raw_difference,reason
4036,14.800505050505045,-14.800505050505045,char_per_tok
33845,2.84436503573392,-2.84436503573392,char_per_tok
35983,2.2566425120772946,-2.2566425120772946,char_per_tok
14488,2.1806806806806813,-2.1806806806806813,char_per_tok
9641,2.170368846839435,-2.170368846839435,char_per_tok
17001,2.1384863123993556,-2.1384863123993556,char_per_tok
48846,2.1002963300661044,-2.1002963300661044,char_per_tok
35872,2.0516699971453036,-2.0516699971453036,char_per_tok
19955,2.0300064917890897,-2.0300064917890897,char_per_tok
20506,1.9831646423751685,-1.9831646423751685,char_per_tok
47467,1.9735632777404861,-1.9735632777404861,char_per_tok
8428,1.9696969696969697,-1.9696969696969697,char_per_tok
19685,1.966987892265876,-1.966987892265876,char_per_tok
36341,1.9663182346109176,-1.9663182346109176,char_per_tok
34918,1.9588506965475467,-1.9588506965475467,char_per_tok
36236,1.944906396618201,-1.944906396618201,char_per_tok
46722,1.9439102564102564,-1.9439102564102564,char_per_tok
29556,1.9305164319248824,-1.9305164319248824,char_per_tok
9793,1.920537601932951,-1.920537601932951,char_per_tok
10416,1.917743799209954,-1.917743799209954,char_per_tok
13777,1.8996681072562733,-1.8996681072562733,char_per_tok
48000,1.895566502463054,-1.895566502463054,char_per_tok
11134,1.886560743772983,-1.886560743772983,char_per_tok
46286,1.885572366022604,-1.885572366022604,char_per_tok
1375,1.8839080459770114,-1.8839080459770114,char_per_tok
13731,1.8709712543554007,-1.8709712543554007,char_per_tok
9451,1.8708133971291865,-1.8708133971291865,char_per_tok
29939,1.8678571428571429,-1.8678571428571429,char_per_tok
18410,1.8654378677743155,-1.8654378677743155,char_per_tok
6806,1.8551411715128525,-1.8551411715128525,char_per_tok
17582,1.8450899356596064,-1.8450899356596064,char_per_tok
9444,1.844754062201309,-1.844754062201309,char_per_tok
28812,1.8373397435897436,-1.8373397435897436,char_per_tok
18657,1.83613996168196,-1.83613996168196,char_per_tok
35022,1.8349429323968378,-1.8349429323968378,char_per_tok
16582,1.8306901454664768,-1.8306901454664768,char_per_tok
49811,1.8306115235065397,-1.8306115235065397,char_per_tok
20454,1.8272441160372193,-1.8272441160372193,char_per_tok
9848,1.8238135834043767,-1.8238135834043767,char_per_tok
44366,1.8188126863648684,-1.8188126863648684,char_per_tok
6002,1.8140394088669947,-1.8140394088669947,char_per_tok
2090,1.810259917920657,-1.810259917920657,char_per_tok
313,1.8101851851851851,-1.8101851851851851,char_per_tok
23203,1.8067009369645266,-1.8067009369645266,char_per_tok
13982,1.8056881129948925,-1.8056881129948925,char_per_tok
32020,1.8052752293577976,-1.8052752293577976,char_per_tok
19617,1.8025162469067277,-1.8025162469067277,char_per_tok
7722,1.801285054547888,-1.801285054547888,char_per_tok
41736,1.800684485006519,-1.800684485006519,char_per_tok
43292,1.7985070240404397,-1.7985070240404397,char_per_tok
